time_window,src_ip,dst_ip,event_count,mean_score,max_score,dominant_type,unique_types,first_case_id,last_case_id,severity,src_community,dst_community,same_community
100,192.168.1.32,18.194.169.124,1,1.0,1.0,xss,xss,CASE_00037548,CASE_00037548,0.7015,3,3,1
100,192.168.1.32,192.168.1.1,2,1.0,1.0,xss,xss,CASE_00037532,CASE_00037522,0.7030000000000001,3,3,1
100,192.168.1.32,192.168.1.190,6,1.0,1.0,xss,xss,CASE_00037538,CASE_00037526,0.7090000000000001,3,3,1
100,192.168.1.32,192.168.1.195,1,1.0,1.0,xss,xss,CASE_00037521,CASE_00037521,0.7015,3,4,0
100,192.168.1.32,52.28.231.150,1,1.0,1.0,xss,xss,CASE_00037540,CASE_00037540,0.7015,3,3,1
100,192.168.1.33,192.168.1.193,85,1.0,1.0,ransomware,ransomware,CASE_00028356,CASE_00028536,0.8274999999999999,5,5,1
100,192.168.1.36,192.168.1.152,4,1.0,1.0,xss,xss,CASE_00037546,CASE_00037520,0.706,3,3,1
100,192.168.1.36,192.168.1.190,1,1.0,1.0,xss,xss,CASE_00037533,CASE_00037533,0.7015,3,3,1
100,192.168.1.36,192.168.1.195,4,1.0,1.0,xss,xss,CASE_00037544,CASE_00037534,0.706,3,4,0
100,192.168.1.37,192.168.1.193,85,1.0,1.0,ransomware,ransomware,CASE_00028339,CASE_00028497,0.8274999999999999,5,5,1
101,192.168.1.193,192.168.1.33,17,1.0,1.0,ransomware,ransomware,CASE_00028578,CASE_00028589,0.7255,5,5,1
101,192.168.1.193,192.168.1.37,7,1.0,1.0,ransomware,ransomware,CASE_00028567,CASE_00028724,0.7104999999999999,5,5,1
101,192.168.1.32,176.28.50.165,1,1.0,1.0,xss,xss,CASE_00037486,CASE_00037486,0.7015,3,3,1
101,192.168.1.32,18.194.169.124,1,1.0,1.0,xss,xss,CASE_00037506,CASE_00037506,0.7015,3,3,1
101,192.168.1.32,192.168.1.1,3,1.0,1.0,xss,xss,CASE_00037517,CASE_00037457,0.7044999999999999,3,3,1
101,192.168.1.32,192.168.1.152,9,1.0,1.0,xss,xss,CASE_00037481,CASE_00037462,0.7135,3,3,1
101,192.168.1.32,192.168.1.190,20,1.0,1.0,xss,xss,CASE_00037511,CASE_00037467,0.73,3,3,1
101,192.168.1.32,192.168.1.195,9,1.0,1.0,xss,xss,CASE_00037503,CASE_00037456,0.7135,3,4,0
101,192.168.1.32,52.28.231.150,1,1.0,1.0,xss,xss,CASE_00037495,CASE_00037495,0.7015,3,3,1
101,192.168.1.33,192.168.1.193,90,1.0,1.0,ransomware,ransomware,CASE_00028537,CASE_00028723,0.835,5,5,1
101,192.168.1.36,192.168.1.152,5,1.0,1.0,xss,xss,CASE_00037518,CASE_00037477,0.7075,3,3,1
101,192.168.1.36,192.168.1.190,5,1.0,1.0,xss,xss,CASE_00037497,CASE_00037469,0.7075,3,3,1
101,192.168.1.36,192.168.1.195,4,1.0,1.0,xss,xss,CASE_00037471,CASE_00037470,0.706,3,4,0
101,192.168.1.37,192.168.1.193,28,1.0,1.0,ransomware,ransomware,CASE_00028568,CASE_00028655,0.742,5,5,1
102,192.168.1.193,192.168.1.33,18,1.0,1.0,ransomware,ransomware,CASE_00028718,CASE_00028921,0.7270000000000001,5,5,1
102,192.168.1.193,192.168.1.37,10,1.0,1.0,ransomware,ransomware,CASE_00028869,CASE_00028918,0.7150000000000001,5,5,1
102,192.168.1.32,176.28.50.165,4,1.0,1.0,xss,xss,CASE_00037434,CASE_00037438,0.706,3,3,1
102,192.168.1.32,192.168.1.1,5,1.0,1.0,xss,xss,CASE_00037440,CASE_00037428,0.7075,3,3,1
102,192.168.1.32,192.168.1.190,6,1.0,1.0,xss,xss,CASE_00037441,CASE_00037426,0.7090000000000001,3,3,1
102,192.168.1.32,192.168.1.195,14,1.0,1.0,xss,xss,CASE_00037447,CASE_00037430,0.7210000000000001,3,4,0
102,192.168.1.32,52.28.231.150,1,1.0,1.0,xss,xss,CASE_00037439,CASE_00037439,0.7015,3,3,1
102,192.168.1.33,192.168.1.193,37,1.0,1.0,ransomware,ransomware,CASE_00028729,CASE_00028914,0.7555000000000001,5,5,1
102,192.168.1.37,192.168.1.193,105,1.0,1.0,ransomware,ransomware,CASE_00028725,CASE_00028909,0.8574999999999999,5,5,1
103,192.168.1.193,192.168.1.33,30,1.0,1.0,ransomware,ransomware,CASE_00028994,CASE_00029098,0.7450000000000001,5,5,1
103,192.168.1.193,192.168.1.37,16,1.0,1.0,ransomware,ransomware,CASE_00028913,CASE_00029114,0.724,5,5,1
103,192.168.1.32,176.28.50.165,5,1.0,1.0,xss,xss,CASE_00037419,CASE_00037405,0.7075,3,3,1
103,192.168.1.32,18.194.169.124,1,1.0,1.0,xss,xss,CASE_00037418,CASE_00037418,0.7015,3,3,1
103,192.168.1.32,192.168.1.1,2,1.0,1.0,xss,xss,CASE_00037409,CASE_00037410,0.7030000000000001,3,3,1
103,192.168.1.32,192.168.1.152,4,1.0,1.0,xss,xss,CASE_00037420,CASE_00037393,0.706,3,3,1
103,192.168.1.32,192.168.1.190,5,1.0,1.0,xss,xss,CASE_00037394,CASE_00037398,0.7075,3,3,1
103,192.168.1.32,192.168.1.195,3,1.0,1.0,xss,xss,CASE_00037416,CASE_00037401,0.7044999999999999,3,4,0
103,192.168.1.32,52.28.231.150,5,1.0,1.0,xss,xss,CASE_00037408,CASE_00037406,0.7075,3,3,1
103,192.168.1.33,192.168.1.193,78,1.0,1.0,ransomware,ransomware,CASE_00028962,CASE_00029099,0.817,5,5,1
103,192.168.1.36,192.168.1.1,1,1.0,1.0,xss,xss,CASE_00037391,CASE_00037391,0.7015,3,3,1
103,192.168.1.36,192.168.1.190,2,1.0,1.0,xss,xss,CASE_00037413,CASE_00037414,0.7030000000000001,3,3,1
103,192.168.1.37,192.168.1.193,48,1.0,1.0,ransomware,ransomware,CASE_00028911,CASE_00029116,0.772,5,5,1
104,192.168.1.193,192.168.1.33,15,1.0,1.0,ransomware,ransomware,CASE_00029101,CASE_00029197,0.7224999999999999,5,5,1
104,192.168.1.193,192.168.1.37,1,1.0,1.0,ransomware,ransomware,CASE_00029104,CASE_00029104,0.7015,5,5,1
104,192.168.1.32,176.28.50.165,2,1.0,1.0,xss,xss,CASE_00037361,CASE_00037362,0.7030000000000001,3,3,1
104,192.168.1.32,192.168.1.1,5,1.0,1.0,xss,xss,CASE_00037377,CASE_00037360,0.7075,3,3,1
104,192.168.1.32,192.168.1.152,4,1.0,1.0,xss,xss,CASE_00037363,CASE_00037366,0.706,3,3,1
104,192.168.1.32,192.168.1.190,5,1.0,1.0,xss,xss,CASE_00037370,CASE_00037374,0.7075,3,3,1
104,192.168.1.32,192.168.1.195,2,1.0,1.0,xss,xss,CASE_00037380,CASE_00037381,0.7030000000000001,3,4,0
104,192.168.1.32,52.28.231.150,3,1.0,1.0,xss,xss,CASE_00037376,CASE_00037368,0.7044999999999999,3,3,1
104,192.168.1.33,192.168.1.193,111,1.0,1.0,ransomware,ransomware,CASE_00029100,CASE_00029341,0.8665,5,5,1
104,192.168.1.36,192.168.1.1,1,1.0,1.0,xss,xss,CASE_00037382,CASE_00037382,0.7015,3,3,1
104,192.168.1.36,192.168.1.152,4,1.0,1.0,xss,xss,CASE_00037386,CASE_00037390,0.706,3,3,1
104,192.168.1.36,192.168.1.195,2,1.0,1.0,xss,xss,CASE_00037383,CASE_00037384,0.7030000000000001,3,4,0
104,192.168.1.37,192.168.1.193,45,1.0,1.0,ransomware,ransomware,CASE_00029105,CASE_00029343,0.7675000000000001,5,5,1
105,192.168.1.193,192.168.1.33,9,1.0,1.0,ransomware,ransomware,CASE_00029385,CASE_00029507,0.7135,5,5,1
105,192.168.1.32,176.28.50.165,1,1.0,1.0,xss,xss,CASE_00037356,CASE_00037356,0.7015,3,3,1
105,192.168.1.32,192.168.1.1,17,1.0,1.0,xss,xss,CASE_00037353,CASE_00037309,0.7255,3,3,1
105,192.168.1.32,192.168.1.152,8,1.0,1.0,xss,xss,CASE_00037311,CASE_00037310,0.712,3,3,1
105,192.168.1.32,192.168.1.190,17,1.0,1.0,xss,xss,CASE_00037335,CASE_00037326,0.7255,3,3,1
105,192.168.1.32,192.168.1.195,11,1.0,1.0,xss,xss,CASE_00037343,CASE_00037300,0.7164999999999999,3,4,0
105,192.168.1.33,192.168.1.193,52,1.0,1.0,ransomware,ransomware,CASE_00029333,CASE_00029508,0.778,5,5,1
105,192.168.1.36,176.28.50.165,2,1.0,1.0,xss,xss,CASE_00037349,CASE_00037350,0.7030000000000001,3,3,1
105,192.168.1.36,192.168.1.1,1,1.0,1.0,xss,xss,CASE_00037348,CASE_00037348,0.7015,3,3,1
105,192.168.1.36,192.168.1.152,2,1.0,1.0,xss,xss,CASE_00037346,CASE_00037347,0.7030000000000001,3,3,1
105,192.168.1.36,192.168.1.195,3,1.0,1.0,xss,xss,CASE_00037345,CASE_00037302,0.7044999999999999,3,4,0
105,192.168.1.37,192.168.1.193,77,1.0,1.0,ransomware,ransomware,CASE_00029346,CASE_00029545,0.8154999999999999,5,5,1
106,192.168.1.193,192.168.1.33,20,1.0,1.0,ransomware,ransomware,CASE_00029517,CASE_00029740,0.73,5,5,1
106,192.168.1.193,192.168.1.37,17,1.0,1.0,ransomware,ransomware,CASE_00029520,CASE_00029700,0.7255,5,5,1
106,192.168.1.33,192.168.1.193,118,1.0,1.0,ransomware,ransomware,CASE_00029519,CASE_00029716,0.877,5,5,1
106,192.168.1.37,192.168.1.193,45,1.0,1.0,ransomware,ransomware,CASE_00029546,CASE_00029758,0.7675000000000001,5,5,1
107,192.168.1.193,192.168.1.33,11,1.0,1.0,ransomware,ransomware,CASE_00029741,CASE_00029929,0.7164999999999999,5,5,1
107,192.168.1.193,192.168.1.37,4,1.0,1.0,ransomware,ransomware,CASE_00029838,CASE_00029842,0.706,5,5,1
107,192.168.1.32,176.28.50.165,8,1.0,1.0,xss,xss,CASE_00037290,CASE_00037244,0.712,3,3,1
107,192.168.1.32,18.194.169.124,8,1.0,1.0,xss,xss,CASE_00037284,CASE_00037245,0.712,3,3,1
107,192.168.1.32,192.168.1.152,14,1.0,1.0,xss,xss,CASE_00037279,CASE_00037270,0.7210000000000001,3,3,1
107,192.168.1.32,192.168.1.190,2,1.0,1.0,xss,xss,CASE_00037287,CASE_00037286,0.7030000000000001,3,3,1
107,192.168.1.32,192.168.1.195,4,1.0,1.0,xss,xss,CASE_00037291,CASE_00037294,0.706,3,4,0
107,192.168.1.32,52.28.231.150,3,1.0,1.0,xss,xss,CASE_00037288,CASE_00037268,0.7044999999999999,3,3,1
107,192.168.1.33,192.168.1.193,63,1.0,1.0,ransomware,ransomware,CASE_00029749,CASE_00029908,0.7945,5,5,1
107,192.168.1.36,176.28.50.165,3,1.0,1.0,xss,xss,CASE_00037263,CASE_00037239,0.7044999999999999,3,3,1
107,192.168.1.36,192.168.1.152,1,1.0,1.0,xss,xss,CASE_00037257,CASE_00037257,0.7015,3,3,1
107,192.168.1.36,192.168.1.190,4,1.0,1.0,xss,xss,CASE_00037251,CASE_00037254,0.706,3,3,1
107,192.168.1.36,192.168.1.195,7,1.0,1.0,xss,xss,CASE_00037255,CASE_00037262,0.7104999999999999,3,4,0
107,192.168.1.37,192.168.1.193,68,1.0,1.0,ransomware,ransomware,CASE_00029759,CASE_00029932,0.802,5,5,1
108,192.168.1.193,192.168.1.33,5,1.0,1.0,ransomware,ransomware,CASE_00030062,CASE_00030124,0.7075,5,5,1
108,192.168.1.32,176.28.50.165,8,1.0,1.0,xss,xss,CASE_00037225,CASE_00037206,0.712,3,3,1
108,192.168.1.32,18.194.169.124,9,1.0,1.0,xss,xss,CASE_00037246,CASE_00037205,0.7135,3,3,1
108,192.168.1.32,52.28.231.150,3,1.0,1.0,xss,xss,CASE_00037216,CASE_00037204,0.7044999999999999,3,3,1
108,192.168.1.33,192.168.1.193,116,1.0,1.0,ransomware,ransomware,CASE_00029958,CASE_00030138,0.8739999999999999,5,5,1
108,192.168.1.36,176.28.50.165,1,1.0,1.0,xss,xss,CASE_00037229,CASE_00037229,0.7015,3,3,1
108,192.168.1.36,192.168.1.1,2,1.0,1.0,xss,xss,CASE_00037238,CASE_00037228,0.7030000000000001,3,3,1
108,192.168.1.36,192.168.1.152,2,1.0,1.0,xss,xss,CASE_00037237,CASE_00037227,0.7030000000000001,3,3,1
108,192.168.1.36,192.168.1.190,2,1.0,1.0,xss,xss,CASE_00037226,CASE_00037230,0.7030000000000001,3,3,1
108,192.168.1.36,192.168.1.195,6,1.0,1.0,xss,xss,CASE_00037231,CASE_00037236,0.7090000000000001,3,4,0
108,192.168.1.37,192.168.1.193,46,1.0,1.0,ransomware,ransomware,CASE_00029950,CASE_00030069,0.7689999999999999,5,5,1
109,192.168.1.193,192.168.1.33,2,1.0,1.0,ransomware,ransomware,CASE_00030126,CASE_00030127,0.7030000000000001,5,5,1
109,192.168.1.193,192.168.1.37,4,1.0,1.0,ransomware,ransomware,CASE_00030256,CASE_00030317,0.706,5,5,1
109,192.168.1.32,176.28.50.165,15,1.0,1.0,xss,xss,CASE_00037191,CASE_00037136,0.7224999999999999,3,3,1
109,192.168.1.32,18.194.169.124,7,1.0,1.0,xss,xss,CASE_00037188,CASE_00037141,0.7104999999999999,3,3,1
109,192.168.1.32,192.168.1.1,4,1.0,1.0,xss,xss,CASE_00037161,CASE_00037140,0.706,3,3,1
109,192.168.1.32,192.168.1.152,1,1.0,1.0,xss,xss,CASE_00037154,CASE_00037154,0.7015,3,3,1
109,192.168.1.32,192.168.1.190,6,1.0,1.0,xss,xss,CASE_00037156,CASE_00037142,0.7090000000000001,3,3,1
109,192.168.1.32,192.168.1.195,6,1.0,1.0,xss,xss,CASE_00037169,CASE_00037150,0.7090000000000001,3,4,0
109,192.168.1.32,52.28.231.150,6,1.0,1.0,xss,xss,CASE_00037177,CASE_00037138,0.7090000000000001,3,3,1
109,192.168.1.33,192.168.1.193,62,1.0,1.0,ransomware,ransomware,CASE_00030139,CASE_00030332,0.7929999999999999,5,5,1
109,192.168.1.37,192.168.1.193,87,1.0,1.0,ransomware,ransomware,CASE_00030169,CASE_00030290,0.8305,5,5,1
110,192.168.1.193,192.168.1.33,5,1.0,1.0,ransomware,ransomware,CASE_00030322,CASE_00030451,0.7075,5,5,1
110,192.168.1.193,192.168.1.37,5,1.0,1.0,ransomware,ransomware,CASE_00030456,CASE_00030500,0.7075,5,5,1
110,192.168.1.32,176.28.50.165,9,1.0,1.0,xss,xss,CASE_00037127,CASE_00037108,0.7135,3,3,1
110,192.168.1.32,18.194.169.124,4,1.0,1.0,xss,xss,CASE_00037128,CASE_00037110,0.706,3,3,1
110,192.168.1.32,192.168.1.1,2,1.0,1.0,xss,xss,CASE_00037114,CASE_00037118,0.7030000000000001,3,3,1
110,192.168.1.32,192.168.1.152,7,1.0,1.0,xss,xss,CASE_00037129,CASE_00037109,0.7104999999999999,3,3,1
110,192.168.1.32,192.168.1.190,1,1.0,1.0,xss,xss,CASE_00037111,CASE_00037111,0.7015,3,3,1
110,192.168.1.32,192.168.1.195,3,1.0,1.0,xss,xss,CASE_00037119,CASE_00037121,0.7044999999999999,3,4,0
110,192.168.1.32,52.28.231.150,2,1.0,1.0,xss,xss,CASE_00037125,CASE_00037112,0.7030000000000001,3,3,1
110,192.168.1.33,192.168.1.193,79,1.0,1.0,ransomware,ransomware,CASE_00030323,CASE_00030515,0.8185,5,5,1
110,192.168.1.37,192.168.1.193,83,1.0,1.0,ransomware,ransomware,CASE_00030318,CASE_00030571,0.8245,5,5,1
111,192.168.1.193,192.168.1.33,14,1.0,1.0,ransomware,ransomware,CASE_00030629,CASE_00030759,0.7210000000000001,5,5,1
111,192.168.1.193,192.168.1.37,4,1.0,1.0,ransomware,ransomware,CASE_00030668,CASE_00030715,0.706,5,5,1
111,192.168.1.32,176.28.50.165,4,1.0,1.0,xss,xss,CASE_00037089,CASE_00037075,0.706,3,3,1
111,192.168.1.32,18.194.169.124,5,1.0,1.0,xss,xss,CASE_00037098,CASE_00037078,0.7075,3,3,1
111,192.168.1.32,192.168.1.1,2,1.0,1.0,xss,xss,CASE_00037088,CASE_00037094,0.7030000000000001,3,3,1
111,192.168.1.32,192.168.1.152,5,1.0,1.0,xss,xss,CASE_00037096,CASE_00037074,0.7075,3,3,1
111,192.168.1.32,192.168.1.190,1,1.0,1.0,xss,xss,CASE_00037081,CASE_00037081,0.7015,3,3,1
111,192.168.1.32,192.168.1.195,5,1.0,1.0,xss,xss,CASE_00037100,CASE_00037093,0.7075,3,4,0
111,192.168.1.32,52.28.231.150,7,1.0,1.0,xss,xss,CASE_00037099,CASE_00037086,0.7104999999999999,3,3,1
111,192.168.1.33,192.168.1.193,63,1.0,1.0,ransomware,ransomware,CASE_00030544,CASE_00030756,0.7945,5,5,1
111,192.168.1.37,192.168.1.193,90,1.0,1.0,ransomware,ransomware,CASE_00030572,CASE_00030706,0.835,5,5,1
112,192.168.1.193,192.168.1.33,3,1.0,1.0,ransomware,ransomware,CASE_00030775,CASE_00030902,0.7044999999999999,5,5,1
112,192.168.1.193,192.168.1.37,1,1.0,1.0,ransomware,ransomware,CASE_00030773,CASE_00030773,0.7015,5,5,1
112,192.168.1.32,176.28.50.165,15,1.0,1.0,xss,xss,CASE_00037063,CASE_00037010,0.7224999999999999,3,3,1
112,192.168.1.32,18.194.169.124,8,1.0,1.0,xss,xss,CASE_00037069,CASE_00037014,0.712,3,3,1
112,192.168.1.32,192.168.1.1,11,1.0,1.0,xss,xss,CASE_00037065,CASE_00037008,0.7164999999999999,3,3,1
112,192.168.1.32,192.168.1.152,5,1.0,1.0,xss,xss,CASE_00037039,CASE_00037038,0.7075,3,3,1
112,192.168.1.32,192.168.1.195,9,1.0,1.0,xss,xss,CASE_00037047,CASE_00037022,0.7135,3,4,0
112,192.168.1.32,52.28.231.150,6,1.0,1.0,xss,xss,CASE_00037064,CASE_00037007,0.7090000000000001,3,3,1
112,192.168.1.33,192.168.1.193,86,1.0,1.0,ransomware,ransomware,CASE_00030741,CASE_00030952,0.829,5,5,1
112,192.168.1.37,192.168.1.193,56,1.0,1.0,ransomware,ransomware,CASE_00030778,CASE_00030951,0.784,5,5,1
113,192.168.1.193,192.168.1.33,13,1.0,1.0,ransomware,ransomware,CASE_00030945,CASE_00031060,0.7195,5,5,1
113,192.168.1.30,192.168.1.103,1,1.0,1.0,scanning,scanning,CASE_00031088,CASE_00031088,0.7015,2,3,0
113,192.168.1.30,192.168.1.133,1,1.0,1.0,scanning,scanning,CASE_00031112,CASE_00031112,0.7015,2,1,0
113,192.168.1.30,192.168.1.169,2,1.0,1.0,scanning,scanning,CASE_00031090,CASE_00031127,0.7030000000000001,2,2,1
113,192.168.1.30,192.168.1.186,2,1.0,1.0,scanning,scanning,CASE_00031117,CASE_00031126,0.7030000000000001,2,3,0
113,192.168.1.30,192.168.1.250,1,1.0,1.0,scanning,scanning,CASE_00031147,CASE_00031147,0.7015,2,1,0
113,192.168.1.30,192.168.1.46,6,1.0,1.0,scanning,scanning,CASE_00031116,CASE_00031128,0.7090000000000001,2,3,0
113,192.168.1.30,192.168.1.49,4,1.0,1.0,scanning,scanning,CASE_00031107,CASE_00031140,0.706,2,2,1
113,192.168.1.31,192.168.1.133,4,1.0,1.0,scanning,scanning,CASE_00031104,CASE_00031134,0.706,1,1,1
113,192.168.1.31,192.168.1.186,3,1.0,1.0,scanning,scanning,CASE_00031110,CASE_00031096,0.7044999999999999,1,3,0
113,192.168.1.31,192.168.1.250,1,1.0,1.0,scanning,scanning,CASE_00031109,CASE_00031109,0.7015,1,1,1
113,192.168.1.31,192.168.1.49,6,1.0,1.0,scanning,scanning,CASE_00031097,CASE_00031141,0.7090000000000001,1,2,0
113,192.168.1.32,176.28.50.165,9,1.0,1.0,xss,xss,CASE_00037000,CASE_00036977,0.7135,3,3,1
113,192.168.1.32,18.194.169.124,4,1.0,1.0,xss,xss,CASE_00036993,CASE_00036996,0.706,3,3,1
113,192.168.1.32,192.168.1.1,4,1.0,1.0,xss,xss,CASE_00036987,CASE_00036990,0.706,3,3,1
113,192.168.1.32,192.168.1.103,1,1.0,1.0,scanning,scanning,CASE_00031136,CASE_00031136,0.7015,3,3,1
113,192.168.1.32,192.168.1.133,6,1.0,1.0,scanning,scanning,CASE_00031102,CASE_00031145,0.7090000000000001,3,1,0
113,192.168.1.32,192.168.1.152,1,1.0,1.0,xss,xss,CASE_00037006,CASE_00037006,0.7015,3,3,1
113,192.168.1.32,192.168.1.186,1,1.0,1.0,scanning,scanning,CASE_00031111,CASE_00031111,0.7015,3,3,1
113,192.168.1.32,192.168.1.195,5,1.0,1.0,xss,xss,CASE_00036991,CASE_00036982,0.7075,3,4,0
113,192.168.1.32,192.168.1.250,3,1.0,1.0,scanning,scanning,CASE_00031115,CASE_00031099,0.7044999999999999,3,1,0
113,192.168.1.32,192.168.1.49,7,1.0,1.0,scanning,scanning,CASE_00031113,CASE_00031137,0.7104999999999999,3,2,0
113,192.168.1.32,52.28.231.150,1,1.0,1.0,xss,xss,CASE_00036999,CASE_00036999,0.7015,3,3,1
113,192.168.1.33,192.168.1.193,56,1.0,1.0,ransomware,ransomware,CASE_00030953,CASE_00031086,0.784,5,5,1
113,192.168.1.37,192.168.1.193,58,1.0,1.0,ransomware,ransomware,CASE_00030941,CASE_00031058,0.7869999999999999,5,5,1
114,192.168.1.30,192.168.1.103,11,1.0,1.0,scanning,scanning,CASE_00031166,CASE_00031325,0.7164999999999999,2,3,0
114,192.168.1.30,192.168.1.133,5,1.0,1.0,scanning,scanning,CASE_00031244,CASE_00031272,0.7075,2,1,0
114,192.168.1.30,192.168.1.152,7,1.0,1.0,scanning,scanning,CASE_00031192,CASE_00031332,0.7104999999999999,2,3,0
114,192.168.1.30,192.168.1.169,11,1.0,1.0,scanning,scanning,CASE_00031133,CASE_00031322,0.7164999999999999,2,2,1
114,192.168.1.30,192.168.1.186,5,1.0,1.0,scanning,scanning,CASE_00031152,CASE_00031288,0.7075,2,3,0
114,192.168.1.30,192.168.1.190,1,1.0,1.0,scanning,scanning,CASE_00031256,CASE_00031256,0.7015,2,3,0
114,192.168.1.30,192.168.1.195,17,1.0,1.0,scanning,scanning,CASE_00031168,CASE_00031323,0.7255,2,4,0
114,192.168.1.30,192.168.1.250,11,1.0,1.0,scanning,scanning,CASE_00031132,CASE_00031311,0.7164999999999999,2,1,0
114,192.168.1.30,192.168.1.46,13,1.0,1.0,scanning,scanning,CASE_00031123,CASE_00031324,0.7195,2,3,0
114,192.168.1.30,192.168.1.49,10,1.0,1.0,scanning,scanning,CASE_00031170,CASE_00031328,0.7150000000000001,2,2,1
114,192.168.1.31,192.168.1.1,7,1.0,1.0,scanning,scanning,CASE_00031174,CASE_00031259,0.7104999999999999,1,3,0
114,192.168.1.31,192.168.1.133,13,1.0,1.0,scanning,scanning,CASE_00031118,CASE_00031280,0.7195,1,1,1
114,192.168.1.31,192.168.1.186,4,1.0,1.0,scanning,scanning,CASE_00031119,CASE_00031313,0.706,1,3,0
114,192.168.1.31,192.168.1.195,2,1.0,1.0,scanning,scanning,CASE_00031216,CASE_00031281,0.7030000000000001,1,4,0
114,192.168.1.31,192.168.1.250,3,1.0,1.0,scanning,scanning,CASE_00031215,CASE_00031306,0.7044999999999999,1,1,1
114,192.168.1.31,192.168.1.49,10,1.0,1.0,scanning,scanning,CASE_00031129,CASE_00031312,0.7150000000000001,1,2,0
114,192.168.1.32,192.168.1.1,3,1.0,1.0,scanning,scanning,CASE_00031159,CASE_00031289,0.7044999999999999,3,3,1
114,192.168.1.32,192.168.1.103,1,1.0,1.0,scanning,scanning,CASE_00031121,CASE_00031121,0.7015,3,3,1
114,192.168.1.32,192.168.1.133,21,1.0,1.0,scanning,scanning,CASE_00031131,CASE_00031319,0.7315,3,1,0
114,192.168.1.32,192.168.1.152,2,1.0,1.0,scanning,scanning,CASE_00031228,CASE_00031218,0.7030000000000001,3,3,1
114,192.168.1.32,192.168.1.169,1,1.0,1.0,scanning,scanning,CASE_00031296,CASE_00031296,0.7015,3,2,0
114,192.168.1.32,192.168.1.186,9,1.0,1.0,scanning,scanning,CASE_00031224,CASE_00031329,0.7135,3,3,1
114,192.168.1.32,192.168.1.190,2,1.0,1.0,scanning,scanning,CASE_00031217,CASE_00031261,0.7030000000000001,3,3,1
114,192.168.1.32,192.168.1.195,5,1.0,1.0,scanning,scanning,CASE_00031271,CASE_00031282,0.7075,3,4,0
114,192.168.1.32,192.168.1.250,9,1.0,1.0,scanning,scanning,CASE_00031158,CASE_00031283,0.7135,3,1,0
114,192.168.1.32,192.168.1.46,1,1.0,1.0,scanning,scanning,CASE_00031293,CASE_00031293,0.7015,3,3,1
114,192.168.1.32,192.168.1.49,16,1.0,1.0,scanning,scanning,CASE_00031190,CASE_00031310,0.724,3,2,0
115,192.168.1.30,192.168.1.103,2,1.0,1.0,scanning,scanning,CASE_00031315,CASE_00031346,0.7030000000000001,2,3,0
115,192.168.1.30,192.168.1.133,1,1.0,1.0,scanning,scanning,CASE_00031390,CASE_00031390,0.7015,2,1,0
115,192.168.1.30,192.168.1.152,70,1.0,1.0,scanning,scanning,CASE_00031316,CASE_00031477,0.8049999999999999,2,3,0
115,192.168.1.30,192.168.1.169,35,1.0,1.0,scanning,scanning,CASE_00031367,CASE_00031517,0.7525,2,2,1
115,192.168.1.30,192.168.1.186,2,1.0,1.0,scanning,scanning,CASE_00031317,CASE_00031383,0.7030000000000001,2,3,0
115,192.168.1.30,192.168.1.195,25,1.0,1.0,scanning,scanning,CASE_00031414,CASE_00031509,0.7375,2,4,0
115,192.168.1.30,192.168.1.250,2,1.0,1.0,scanning,scanning,CASE_00031355,CASE_00031348,0.7030000000000001,2,1,0
115,192.168.1.30,192.168.1.46,9,1.0,1.0,scanning,scanning,CASE_00031370,CASE_00031523,0.7135,2,3,0
115,192.168.1.30,192.168.1.49,7,1.0,1.0,scanning,scanning,CASE_00031347,CASE_00031524,0.7104999999999999,2,2,1
115,192.168.1.30,192.168.1.79,1,1.0,1.0,scanning,scanning,CASE_00031366,CASE_00031366,0.7015,2,3,0
115,192.168.1.31,192.168.1.133,4,1.0,1.0,scanning,scanning,CASE_00031393,CASE_00031532,0.706,1,1,1
115,192.168.1.31,192.168.1.186,6,1.0,1.0,scanning,scanning,CASE_00031364,CASE_00031519,0.7090000000000001,1,3,0
115,192.168.1.31,192.168.1.250,1,1.0,1.0,scanning,scanning,CASE_00031392,CASE_00031392,0.7015,1,1,1
115,192.168.1.31,192.168.1.49,10,1.0,1.0,scanning,scanning,CASE_00031363,CASE_00031521,0.7150000000000001,1,2,0
115,192.168.1.32,192.168.1.1,2,1.0,1.0,scanning,scanning,CASE_00031394,CASE_00031395,0.7030000000000001,3,3,1
115,192.168.1.32,192.168.1.103,2,1.0,1.0,scanning,scanning,CASE_00031396,CASE_00031387,0.7030000000000001,3,3,1
115,192.168.1.32,192.168.1.133,9,1.0,1.0,scanning,scanning,CASE_00031354,CASE_00031533,0.7135,3,1,0
115,192.168.1.32,192.168.1.152,1,1.0,1.0,scanning,scanning,CASE_00031558,CASE_00031558,0.7015,3,3,1
115,192.168.1.32,192.168.1.186,1,1.0,1.0,scanning,scanning,CASE_00031402,CASE_00031402,0.7015,3,3,1
115,192.168.1.32,192.168.1.190,1,1.0,1.0,scanning,scanning,CASE_00031559,CASE_00031559,0.7015,3,3,1
115,192.168.1.32,192.168.1.195,1,1.0,1.0,scanning,scanning,CASE_00031560,CASE_00031560,0.7015,3,4,0
115,192.168.1.32,192.168.1.250,1,1.0,1.0,scanning,scanning,CASE_00031561,CASE_00031561,0.7015,3,1,0
