chain_id,start_window,end_window,n_windows,dominant_type,dominant_stage,total_events,mean_severity,max_severity,src_community,dst_community,involved_campaign_segments,persistence_score,representative_src_ip,representative_dst_ip,narrative
CHAIN_00736,146,146,1,injection,initial_access_or_exploitation,41,0.7042949850618405,0.7042949850618405,2,3,1,0.185470960451935,192.168.1.30,192.168.1.152,"CHAIN_00736 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 146 to 146 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.152. It contains 41 aggregated suspicious events and has mean severity 0.7043."
CHAIN_00098,45,45,1,dos,disruption_or_impact,24,0.7120000000000001,0.7120000000000001,2,2,1,0.18541790811721415,192.168.1.30,192.168.1.194,"CHAIN_00098 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 45 to 45 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 24 aggregated suspicious events and has mean severity 0.7120."
CHAIN_00065,39,39,1,dos,disruption_or_impact,19,0.71425,0.71425,2,2,1,0.18539862702022672,192.168.1.30,192.168.1.194,"CHAIN_00065 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 39 to 39 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 19 aggregated suspicious events and has mean severity 0.7143."
CHAIN_00651,130,130,1,scanning,reconnaissance,19,0.71425,0.71425,2,1,1,0.18539862702022672,192.168.1.30,192.168.1.250,"CHAIN_00651 represents a reconnaissance campaign dominated by scanning activity, spanning windows 130 to 130 across 1 windows. The campaign is primarily associated with source community 2 and target community 1, with representative communication from 192.168.1.30 to 192.168.1.250. It contains 19 aggregated suspicious events and has mean severity 0.7143."
CHAIN_00519,117,117,1,scanning,reconnaissance,19,0.7142499999999999,0.7142499999999999,3,2,1,0.18539862702022672,192.168.1.32,192.168.1.49,"CHAIN_00519 represents a reconnaissance campaign dominated by scanning activity, spanning windows 117 to 117 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.49. It contains 19 aggregated suspicious events and has mean severity 0.7142."
CHAIN_00144,54,54,1,dos,disruption_or_impact,30,0.709,0.709,2,2,1,0.18537286361541716,192.168.1.30,192.168.1.194,"CHAIN_00144 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 54 to 54 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 30 aggregated suspicious events and has mean severity 0.7090."
CHAIN_00657,130,130,1,scanning,reconnaissance,29,0.7087,0.7087,3,3,1,0.18519855285056513,192.168.1.32,192.168.1.1,"CHAIN_00657 represents a reconnaissance campaign dominated by scanning activity, spanning windows 130 to 130 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 192.168.1.1. It contains 29 aggregated suspicious events and has mean severity 0.7087."
CHAIN_00063,39,39,1,ddos,disruption_or_impact,23,0.7115,0.7115,1,3,1,0.18519814280690755,192.168.1.31,192.168.1.1,"CHAIN_00063 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 39 to 39 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.1. It contains 23 aggregated suspicious events and has mean severity 0.7115."
CHAIN_00102,46,46,1,dos,disruption_or_impact,23,0.7115,0.7115,2,2,1,0.18519814280690755,192.168.1.30,192.168.1.194,"CHAIN_00102 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 46 to 46 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 23 aggregated suspicious events and has mean severity 0.7115."
CHAIN_00530,118,118,1,scanning,reconnaissance,18,0.7135,0.7135,3,2,1,0.185122043528102,192.168.1.32,192.168.1.169,"CHAIN_00530 represents a reconnaissance campaign dominated by scanning activity, spanning windows 118 to 118 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.169. It contains 18 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00554,121,121,1,scanning,reconnaissance,18,0.7135,0.7135,1,1,1,0.185122043528102,192.168.1.31,192.168.1.133,"CHAIN_00554 represents a reconnaissance campaign dominated by scanning activity, spanning windows 121 to 121 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 192.168.1.133. It contains 18 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00689,133,133,1,scanning,reconnaissance,18,0.7135,0.7135,3,2,1,0.185122043528102,192.168.1.32,192.168.1.49,"CHAIN_00689 represents a reconnaissance campaign dominated by scanning activity, spanning windows 133 to 133 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.49. It contains 18 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00221,70,70,1,injection,initial_access_or_exploitation,11,0.7164999999999999,0.7164999999999999,1,1,1,0.1850609590832287,192.168.1.31,52.59.177.21,"CHAIN_00221 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 70 to 70 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 52.59.177.21. It contains 11 aggregated suspicious events and has mean severity 0.7165."
CHAIN_00254,77,77,1,xss,initial_access_or_exploitation,11,0.7164999999999999,0.7164999999999999,3,4,1,0.1850609590832287,192.168.1.32,192.168.1.195,"CHAIN_00254 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 77 to 77 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 11 aggregated suspicious events and has mean severity 0.7165."
CHAIN_00267,79,79,1,mitm,persistence_or_manipulation,11,0.7164999999999999,0.7164999999999999,0,3,1,0.1850609590832287,192.168.1.34,192.168.1.1,"CHAIN_00267 represents a persistence_or_manipulation campaign dominated by mitm activity, spanning windows 79 to 79 across 1 windows. The campaign is primarily associated with source community 0 and target community 3, with representative communication from 192.168.1.34 to 192.168.1.1. It contains 11 aggregated suspicious events and has mean severity 0.7165."
CHAIN_00285,81,81,1,password,initial_access_or_exploitation,11,0.7164999999999999,0.7164999999999999,1,5,1,0.1850609590832287,192.168.1.31,192.168.1.193,"CHAIN_00285 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 81 to 81 across 1 windows. The campaign is primarily associated with source community 1 and target community 5, with representative communication from 192.168.1.31 to 192.168.1.193. It contains 11 aggregated suspicious events and has mean severity 0.7165."
CHAIN_00359,90,90,1,password,initial_access_or_exploitation,11,0.7164999999999999,0.7164999999999999,1,5,1,0.1850609590832287,192.168.1.31,192.168.1.193,"CHAIN_00359 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 90 to 90 across 1 windows. The campaign is primarily associated with source community 1 and target community 5, with representative communication from 192.168.1.31 to 192.168.1.193. It contains 11 aggregated suspicious events and has mean severity 0.7165."
CHAIN_00398,95,95,1,password,initial_access_or_exploitation,11,0.7164999999999999,0.7164999999999999,1,5,1,0.1850609590832287,192.168.1.31,192.168.1.193,"CHAIN_00398 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 95 to 95 across 1 windows. The campaign is primarily associated with source community 1 and target community 5, with representative communication from 192.168.1.31 to 192.168.1.193. It contains 11 aggregated suspicious events and has mean severity 0.7165."
CHAIN_00401,95,95,1,password,initial_access_or_exploitation,11,0.7164999999999999,0.7164999999999999,2,5,1,0.1850609590832287,192.168.1.30,192.168.1.193,"CHAIN_00401 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 95 to 95 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 11 aggregated suspicious events and has mean severity 0.7165."
CHAIN_00500,116,116,1,scanning,reconnaissance,11,0.7164999999999999,0.7164999999999999,1,2,1,0.1850609590832287,192.168.1.31,192.168.1.49,"CHAIN_00500 represents a reconnaissance campaign dominated by scanning activity, spanning windows 116 to 116 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.49. It contains 11 aggregated suspicious events and has mean severity 0.7165."
CHAIN_00741,146,146,1,ransomware,persistence_or_manipulation,20,0.7122629925516565,0.7122629925516565,5,5,1,0.18505316336500066,192.168.1.33,192.168.1.193,"CHAIN_00741 represents a persistence_or_manipulation campaign dominated by ransomware activity, spanning windows 146 to 146 across 1 windows. The campaign is primarily associated with source community 5 and target community 5, with representative communication from 192.168.1.33 to 192.168.1.193. It contains 20 aggregated suspicious events and has mean severity 0.7123."
CHAIN_00093,44,44,1,dos,disruption_or_impact,30,0.7075,0.7075,2,2,1,0.18503195452450807,192.168.1.30,192.168.1.194,"CHAIN_00093 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 44 to 44 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 30 aggregated suspicious events and has mean severity 0.7075."
CHAIN_00000,0,0,1,xss,initial_access_or_exploitation,28,0.7083999999999999,0.7083999999999999,3,3,1,0.1850242420857131,192.168.1.32,192.168.1.1,"CHAIN_00000 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 0 to 0 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 192.168.1.1. It contains 28 aggregated suspicious events and has mean severity 0.7084."
CHAIN_00086,43,43,1,dos,disruption_or_impact,28,0.7083999999999999,0.7083999999999999,2,2,1,0.1850242420857131,192.168.1.30,192.168.1.194,"CHAIN_00086 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 43 to 43 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 28 aggregated suspicious events and has mean severity 0.7084."
CHAIN_00548,120,120,1,scanning,reconnaissance,25,0.7093750000000001,0.7093750000000001,2,3,1,0.18492744615479342,192.168.1.30,192.168.1.103,"CHAIN_00548 represents a reconnaissance campaign dominated by scanning activity, spanning windows 120 to 120 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.103. It contains 25 aggregated suspicious events and has mean severity 0.7094."
CHAIN_00426,99,99,1,xss,initial_access_or_exploitation,32,0.706,0.706,3,3,1,0.18490330332693938,192.168.1.32,192.168.1.190,"CHAIN_00426 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 99 to 99 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 192.168.1.190. It contains 32 aggregated suspicious events and has mean severity 0.7060."
CHAIN_00485,114,114,1,scanning,reconnaissance,17,0.71275,0.71275,3,2,1,0.18484546003597724,192.168.1.32,192.168.1.49,"CHAIN_00485 represents a reconnaissance campaign dominated by scanning activity, spanning windows 114 to 114 across 1 windows. The campaign is primarily associated with source community 3 and target community 2, with representative communication from 192.168.1.32 to 192.168.1.49. It contains 17 aggregated suspicious events and has mean severity 0.7127."
CHAIN_00502,116,116,1,scanning,reconnaissance,17,0.71275,0.71275,2,1,1,0.18484546003597724,192.168.1.30,192.168.1.250,"CHAIN_00502 represents a reconnaissance campaign dominated by scanning activity, spanning windows 116 to 116 across 1 windows. The campaign is primarily associated with source community 2 and target community 1, with representative communication from 192.168.1.30 to 192.168.1.250. It contains 17 aggregated suspicious events and has mean severity 0.7127."
CHAIN_00506,116,116,1,scanning,reconnaissance,17,0.71275,0.71275,3,1,1,0.18484546003597724,192.168.1.32,192.168.1.133,"CHAIN_00506 represents a reconnaissance campaign dominated by scanning activity, spanning windows 116 to 116 across 1 windows. The campaign is primarily associated with source community 3 and target community 1, with representative communication from 192.168.1.32 to 192.168.1.133. It contains 17 aggregated suspicious events and has mean severity 0.7127."
CHAIN_00510,117,117,1,scanning,reconnaissance,17,0.71275,0.71275,1,1,1,0.18484546003597724,192.168.1.31,192.168.1.133,"CHAIN_00510 represents a reconnaissance campaign dominated by scanning activity, spanning windows 117 to 117 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 192.168.1.133. It contains 17 aggregated suspicious events and has mean severity 0.7127."
CHAIN_00603,125,125,1,scanning,reconnaissance,17,0.71275,0.71275,2,1,1,0.18484546003597724,192.168.1.30,192.168.1.133,"CHAIN_00603 represents a reconnaissance campaign dominated by scanning activity, spanning windows 125 to 125 across 1 windows. The campaign is primarily associated with source community 2 and target community 1, with representative communication from 192.168.1.30 to 192.168.1.133. It contains 17 aggregated suspicious events and has mean severity 0.7127."
CHAIN_00737,146,146,1,ddos,disruption_or_impact,12,0.7148542465418405,0.7148542465418405,2,4,1,0.1847930531530445,192.168.1.30,192.168.1.195,"CHAIN_00737 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 146 to 146 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 12 aggregated suspicious events and has mean severity 0.7149."
CHAIN_00029,33,33,1,xss,initial_access_or_exploitation,26,0.7078,0.7078,3,3,1,0.18467562055600908,192.168.1.32,192.168.1.190,"CHAIN_00029 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 33 to 33 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 192.168.1.190. It contains 26 aggregated suspicious events and has mean severity 0.7078."
CHAIN_00504,116,116,1,scanning,reconnaissance,26,0.7078,0.7078,2,3,1,0.18467562055600908,192.168.1.30,192.168.1.186,"CHAIN_00504 represents a reconnaissance campaign dominated by scanning activity, spanning windows 116 to 116 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.186. It contains 26 aggregated suspicious events and has mean severity 0.7078."
CHAIN_00061,38,38,1,xss,initial_access_or_exploitation,10,0.7150000000000001,0.7150000000000001,3,4,1,0.18461392104564947,192.168.1.32,192.168.1.195,"CHAIN_00061 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 38 to 38 across 1 windows. The campaign is primarily associated with source community 3 and target community 4, with representative communication from 192.168.1.32 to 192.168.1.195. It contains 10 aggregated suspicious events and has mean severity 0.7150."
CHAIN_00214,68,68,1,injection,initial_access_or_exploitation,10,0.7150000000000001,0.7150000000000001,2,4,1,0.18461392104564947,192.168.1.30,192.168.1.195,"CHAIN_00214 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 68 to 68 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 10 aggregated suspicious events and has mean severity 0.7150."
CHAIN_00297,82,82,1,password,initial_access_or_exploitation,10,0.7150000000000001,0.7150000000000001,2,5,1,0.18461392104564947,192.168.1.30,192.168.1.193,"CHAIN_00297 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 82 to 82 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 10 aggregated suspicious events and has mean severity 0.7150."
CHAIN_00305,83,83,1,password,initial_access_or_exploitation,10,0.7150000000000001,0.7150000000000001,2,5,1,0.18461392104564947,192.168.1.30,192.168.1.193,"CHAIN_00305 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 83 to 83 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 10 aggregated suspicious events and has mean severity 0.7150."
CHAIN_00367,91,91,1,password,initial_access_or_exploitation,10,0.7150000000000001,0.7150000000000001,1,5,1,0.18461392104564947,192.168.1.31,192.168.1.193,"CHAIN_00367 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 91 to 91 across 1 windows. The campaign is primarily associated with source community 1 and target community 5, with representative communication from 192.168.1.31 to 192.168.1.193. It contains 10 aggregated suspicious events and has mean severity 0.7150."
CHAIN_00381,93,93,1,password,initial_access_or_exploitation,10,0.7150000000000001,0.7150000000000001,1,5,1,0.18461392104564947,192.168.1.31,192.168.1.193,"CHAIN_00381 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 93 to 93 across 1 windows. The campaign is primarily associated with source community 1 and target community 5, with representative communication from 192.168.1.31 to 192.168.1.193. It contains 10 aggregated suspicious events and has mean severity 0.7150."
CHAIN_00477,114,114,1,scanning,reconnaissance,10,0.7150000000000001,0.7150000000000001,1,2,1,0.18461392104564947,192.168.1.31,192.168.1.49,"CHAIN_00477 represents a reconnaissance campaign dominated by scanning activity, spanning windows 114 to 114 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.49. It contains 10 aggregated suspicious events and has mean severity 0.7150."
CHAIN_00489,115,115,1,scanning,reconnaissance,10,0.7150000000000001,0.7150000000000001,1,2,1,0.18461392104564947,192.168.1.31,192.168.1.49,"CHAIN_00489 represents a reconnaissance campaign dominated by scanning activity, spanning windows 115 to 115 across 1 windows. The campaign is primarily associated with source community 1 and target community 2, with representative communication from 192.168.1.31 to 192.168.1.49. It contains 10 aggregated suspicious events and has mean severity 0.7150."
CHAIN_00556,121,121,1,scanning,reconnaissance,10,0.7150000000000001,0.7150000000000001,1,3,1,0.18461392104564947,192.168.1.31,192.168.1.186,"CHAIN_00556 represents a reconnaissance campaign dominated by scanning activity, spanning windows 121 to 121 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.186. It contains 10 aggregated suspicious events and has mean severity 0.7150."
CHAIN_00688,133,133,1,scanning,reconnaissance,16,0.7120000000000001,0.7120000000000001,3,1,1,0.1845688765438525,192.168.1.32,192.168.1.133,"CHAIN_00688 represents a reconnaissance campaign dominated by scanning activity, spanning windows 133 to 133 across 1 windows. The campaign is primarily associated with source community 3 and target community 1, with representative communication from 192.168.1.32 to 192.168.1.133. It contains 16 aggregated suspicious events and has mean severity 0.7120."
CHAIN_00250,77,77,1,injection,initial_access_or_exploitation,16,0.712,0.712,2,1,1,0.1845688765438525,192.168.1.30,18.184.104.180,"CHAIN_00250 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 77 to 77 across 1 windows. The campaign is primarily associated with source community 2 and target community 1, with representative communication from 192.168.1.30 to 18.184.104.180. It contains 16 aggregated suspicious events and has mean severity 0.7120."
CHAIN_00476,114,114,1,scanning,reconnaissance,16,0.712,0.712,1,1,1,0.1845688765438525,192.168.1.31,192.168.1.133,"CHAIN_00476 represents a reconnaissance campaign dominated by scanning activity, spanning windows 114 to 114 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 192.168.1.133. It contains 16 aggregated suspicious events and has mean severity 0.7120."
CHAIN_00480,114,114,1,scanning,reconnaissance,16,0.712,0.712,2,1,1,0.1845688765438525,192.168.1.30,192.168.1.250,"CHAIN_00480 represents a reconnaissance campaign dominated by scanning activity, spanning windows 114 to 114 across 1 windows. The campaign is primarily associated with source community 2 and target community 1, with representative communication from 192.168.1.30 to 192.168.1.250. It contains 16 aggregated suspicious events and has mean severity 0.7120."
CHAIN_00577,123,123,1,scanning,reconnaissance,16,0.712,0.712,1,1,1,0.1845688765438525,192.168.1.31,192.168.1.133,"CHAIN_00577 represents a reconnaissance campaign dominated by scanning activity, spanning windows 123 to 123 across 1 windows. The campaign is primarily associated with source community 1 and target community 1, with representative communication from 192.168.1.31 to 192.168.1.133. It contains 16 aggregated suspicious events and has mean severity 0.7120."
CHAIN_00075,41,41,1,dos,disruption_or_impact,23,0.7086250000000001,0.7086250000000001,2,2,1,0.18454473371599847,192.168.1.30,192.168.1.194,"CHAIN_00075 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 41 to 41 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 23 aggregated suspicious events and has mean severity 0.7086."
CHAIN_00425,98,98,1,ransomware,persistence_or_manipulation,23,0.708625,0.708625,5,5,1,0.18454473371599844,192.168.1.37,192.168.1.193,"CHAIN_00425 represents a persistence_or_manipulation campaign dominated by ransomware activity, spanning windows 98 to 98 across 1 windows. The campaign is primarily associated with source community 5 and target community 5, with representative communication from 192.168.1.37 to 192.168.1.193. It contains 23 aggregated suspicious events and has mean severity 0.7086."
CHAIN_00134,52,52,1,dos,disruption_or_impact,20,0.71,0.71,2,2,1,0.18453884687598782,192.168.1.30,192.168.1.194,"CHAIN_00134 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 52 to 52 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.194. It contains 20 aggregated suspicious events and has mean severity 0.7100."
CHAIN_00563,121,121,1,scanning,reconnaissance,28,0.7060000000000001,0.7060000000000001,3,3,1,0.1844787875402586,192.168.1.32,192.168.1.103,"CHAIN_00563 represents a reconnaissance campaign dominated by scanning activity, spanning windows 121 to 121 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 192.168.1.103. It contains 28 aggregated suspicious events and has mean severity 0.7060."
CHAIN_00629,127,127,1,scanning,reconnaissance,22,0.70825,0.70825,3,3,1,0.184353377496601,192.168.1.32,192.168.1.103,"CHAIN_00629 represents a reconnaissance campaign dominated by scanning activity, spanning windows 127 to 127 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 192.168.1.103. It contains 22 aggregated suspicious events and has mean severity 0.7083."
CHAIN_00644,129,129,1,scanning,reconnaissance,24,0.7072,0.7072,2,3,1,0.18432699902630506,192.168.1.30,192.168.1.186,"CHAIN_00644 represents a reconnaissance campaign dominated by scanning activity, spanning windows 129 to 129 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.186. It contains 24 aggregated suspicious events and has mean severity 0.7072."
CHAIN_00450,108,108,1,xss,initial_access_or_exploitation,27,0.7057857142857143,0.7057857142857143,3,3,1,0.18432395729488707,192.168.1.32,176.28.50.165,"CHAIN_00450 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 108 to 108 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 176.28.50.165. It contains 27 aggregated suspicious events and has mean severity 0.7058."
CHAIN_00241,76,76,1,injection,initial_access_or_exploitation,19,0.7094999999999999,0.7094999999999999,1,3,1,0.18431908156568125,192.168.1.31,176.28.50.165,"CHAIN_00241 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 76 to 76 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 176.28.50.165. It contains 19 aggregated suspicious events and has mean severity 0.7095."
CHAIN_00456,110,110,1,xss,initial_access_or_exploitation,25,0.7062499999999999,0.7062499999999999,3,3,1,0.18421721888206613,192.168.1.32,176.28.50.165,"CHAIN_00456 represents a initial_access_or_exploitation campaign dominated by xss activity, spanning windows 110 to 110 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 176.28.50.165. It contains 25 aggregated suspicious events and has mean severity 0.7062."
CHAIN_00598,124,124,1,scanning,reconnaissance,26,0.7055714285714286,0.7055714285714286,3,3,1,0.18416912704951557,192.168.1.32,192.168.1.103,"CHAIN_00598 represents a reconnaissance campaign dominated by scanning activity, spanning windows 124 to 124 across 1 windows. The campaign is primarily associated with source community 3 and target community 3, with representative communication from 192.168.1.32 to 192.168.1.103. It contains 26 aggregated suspicious events and has mean severity 0.7056."
CHAIN_00016,30,30,1,ddos,disruption_or_impact,9,0.7135,0.7135,2,4,1,0.18416688300807016,192.168.1.30,192.168.1.195,"CHAIN_00016 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 30 to 30 across 1 windows. The campaign is primarily associated with source community 2 and target community 4, with representative communication from 192.168.1.30 to 192.168.1.195. It contains 9 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00084,43,43,1,dos,disruption_or_impact,9,0.7135,0.7135,1,3,1,0.18416688300807016,192.168.1.31,192.168.1.1,"CHAIN_00084 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 43 to 43 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.1. It contains 9 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00117,49,49,1,dos,disruption_or_impact,9,0.7135,0.7135,1,3,1,0.18416688300807016,192.168.1.31,192.168.1.1,"CHAIN_00117 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 49 to 49 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.1. It contains 9 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00153,56,56,1,dos,disruption_or_impact,9,0.7135,0.7135,1,3,1,0.18416688300807016,192.168.1.31,192.168.1.1,"CHAIN_00153 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 56 to 56 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.1. It contains 9 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00239,75,75,1,injection,initial_access_or_exploitation,9,0.7135,0.7135,1,4,1,0.18416688300807016,192.168.1.31,192.168.1.195,"CHAIN_00239 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 75 to 75 across 1 windows. The campaign is primarily associated with source community 1 and target community 4, with representative communication from 192.168.1.31 to 192.168.1.195. It contains 9 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00313,84,84,1,password,initial_access_or_exploitation,9,0.7135,0.7135,2,5,1,0.18416688300807016,192.168.1.30,192.168.1.193,"CHAIN_00313 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 84 to 84 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 9 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00336,87,87,1,password,initial_access_or_exploitation,9,0.7135,0.7135,2,5,1,0.18416688300807016,192.168.1.30,192.168.1.193,"CHAIN_00336 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 87 to 87 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 9 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00355,89,89,1,password,initial_access_or_exploitation,9,0.7135,0.7135,2,5,1,0.18416688300807016,192.168.1.30,192.168.1.193,"CHAIN_00355 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 89 to 89 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 9 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00388,94,94,1,password,initial_access_or_exploitation,9,0.7135,0.7135,1,5,1,0.18416688300807016,192.168.1.31,192.168.1.193,"CHAIN_00388 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 94 to 94 across 1 windows. The campaign is primarily associated with source community 1 and target community 5, with representative communication from 192.168.1.31 to 192.168.1.193. It contains 9 aggregated suspicious events and has mean severity 0.7135."
CHAIN_00392,94,94,1,password,initial_access_or_exploitation,9,0.7135,0.7135,2,5,1,0.18416688300807016,192.168.1.30,192.168.1.193,"CHAIN_00392 represents a initial_access_or_exploitation campaign dominated by password activity, spanning windows 94 to 94 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 9 aggregated suspicious events and has mean severity 0.7135."
